Truth,Fitted,OD,File Path,Judgement: Dimentional OD Score (Likelihood Score / Median Likelihood Score)
0,0,2.240,Nami Haven/Void Ocean／Heavy Rain/03 Rough Sea.m4a,"more electronic:0.753(0.571/0.481), more ambient:0.328(0.126/0.055), more electro:0.218(0.145/0.088), less dance:0.204(0.240/0.292), more chillout:0.148(0.068/0.029), more electronica:0.128(0.126/0.104), more House:0.106(0.118/0.103), more instrumental:0.067(0.044/0.027), less pop:0.029(0.036/0.043), less female vocalists:0.028(0.022/0.028), more chill:0.024(0.011/0.006), more beautiful:0.021(0.015/0.012), less rock:0.019(0.020/0.027), less indie:0.017(0.024/0.026), less experimental:0.016(0.023/0.024), less alternative:0.013(0.016/0.018), less party:0.012(0.016/0.017), more Progressive rock:0.011(0.010/0.008), less 00s:0.010(0.013/0.013), less 90s:0.008(0.006/0.009), less jazz:0.005(0.005/0.007), more Mellow:0.005(0.006/0.004), less indie rock:0.005(0.005/0.007), less soul:0.004(0.002/0.005), less 80s:0.004(0.006/0.006), less punk:0.004(0.002/0.004), less classic rock:0.003(0.002/0.003), more metal:0.003(0.004/0.004), less sexy:0.003(0.005/0.005), less catchy:0.003(0.003/0.004), less Hip-Hop:0.003(0.003/0.004), less alternative rock:0.003(0.003/0.004), less male vocalists:0.003(0.002/0.004), less funk:0.003(0.003/0.004), less folk:0.003(0.004/0.004), less rnb:0.002(0.002/0.003), more guitar:0.002(0.003/0.002), less female vocalist:0.002(0.002/0.003), less indie pop:0.002(0.003/0.003), less 70s:0.002(0.001/0.001), less hard rock:0.002(0.002/0.003), more sad:0.002(0.002/0.002), less easy listening:0.002(0.002/0.003), less blues:0.002(0.001/0.001), less acoustic:0.001(0.002/0.002), less 60s:0.001(0.000/0.001), less oldies:0.001(0.000/0.001), less heavy metal:0.001(0.001/0.002), less happy:0.001(0.001/0.001), less country:0.001(0.001/0.001)"
0,0,2.559,Nami Haven/Void Ocean／Heavy Rain/04 Feel the Ocean Stomp.m4a,"less electronic:0.724(0.374/0.481), less dance:0.249(0.201/0.292), more experimental:0.192(0.074/0.024), more rock:0.144(0.066/0.027), more metal:0.139(0.042/0.004), more jazz:0.114(0.052/0.007), less electronica:0.103(0.097/0.104), more instrumental:0.097(0.051/0.027), less House:0.075(0.060/0.103), less electro:0.059(0.087/0.088), more ambient:0.055(0.067/0.055), more Progressive rock:0.050(0.019/0.008), more hard rock:0.049(0.019/0.003), more punk:0.042(0.016/0.004), more heavy metal:0.040(0.015/0.002), more classic rock:0.037(0.014/0.003), more alternative:0.035(0.026/0.018), less pop:0.031(0.034/0.043), more blues:0.028(0.011/0.001), more guitar:0.026(0.010/0.002), more female vocalists:0.023(0.032/0.028), less party:0.022(0.014/0.017), more 80s:0.021(0.014/0.006), more alternative rock:0.020(0.009/0.004), less chillout:0.019(0.027/0.029), more Hip-Hop:0.018(0.011/0.004), less indie:0.017(0.025/0.026), more indie rock:0.014(0.010/0.007), more 90s:0.014(0.012/0.009), less 00s:0.013(0.012/0.013), less beautiful:0.010(0.009/0.012), more folk:0.007(0.006/0.004), more 60s:0.006(0.004/0.001), more oldies:0.006(0.004/0.001), more 70s:0.005(0.003/0.001), more male vocalists:0.005(0.004/0.004), more easy listening:0.005(0.004/0.003), more soul:0.005(0.006/0.005), more acoustic:0.005(0.004/0.002), more female vocalist:0.005(0.004/0.003), more catchy:0.005(0.004/0.004), more funk:0.004(0.004/0.004), less chill:0.004(0.006/0.006), more rnb:0.004(0.004/0.003), less sexy:0.003(0.005/0.005), less Mellow:0.003(0.004/0.004), less indie pop:0.002(0.003/0.003), less sad:0.001(0.002/0.002), less happy:0.001(0.001/0.001), less country:0.001(0.001/0.001)"
0,0,2.231,Nami Haven/Void Ocean／Heavy Rain/05 Wander in the Rain.m4a,"more electronic:0.645(0.567/0.481), more electro:0.554(0.213/0.088), more House:0.244(0.162/0.103), more dance:0.224(0.306/0.292), more electronica:0.105(0.123/0.104), more indie:0.065(0.043/0.026), less ambient:0.040(0.043/0.055), less pop:0.037(0.032/0.043), more experimental:0.033(0.034/0.024), more party:0.027(0.024/0.017), less rock:0.023(0.018/0.027), less instrumental:0.023(0.017/0.027), less chillout:0.020(0.025/0.029), less female vocalists:0.019(0.025/0.028), more 00s:0.014(0.015/0.013), less 90s:0.012(0.004/0.009), less alternative:0.012(0.018/0.018), more indie rock:0.011(0.009/0.007), less beautiful:0.011(0.009/0.012), less Progressive rock:0.010(0.005/0.008), less 80s:0.008(0.003/0.006), more catchy:0.007(0.005/0.004), more chill:0.007(0.007/0.006), less metal:0.006(0.001/0.004), less soul:0.005(0.002/0.005), more Hip-Hop:0.005(0.005/0.004), less folk:0.005(0.002/0.004), less jazz:0.005(0.006/0.007), less Mellow:0.005(0.003/0.004), more indie pop:0.004(0.005/0.003), less female vocalist:0.004(0.002/0.003), less male vocalists:0.004(0.002/0.004), less punk:0.004(0.001/0.004), more sexy:0.004(0.005/0.005), less alternative rock:0.004(0.003/0.004), less funk:0.003(0.003/0.004), less classic rock:0.003(0.002/0.003), less rnb:0.003(0.002/0.003), less sad:0.003(0.001/0.002), less easy listening:0.002(0.002/0.003), less guitar:0.002(0.001/0.002), less hard rock:0.002(0.002/0.003), less acoustic:0.002(0.002/0.002), less 70s:0.001(0.001/0.001), less blues:0.001(0.001/0.001), less heavy metal:0.001(0.001/0.002), more happy:0.001(0.002/0.001), less 60s:0.001(0.001/0.001), less oldies:0.001(0.000/0.001), less country:0.001(0.001/0.001)"
0,0,1.359,Nami Haven/Void Ocean／Heavy Rain/06 Save the Water.m4a,"more electronic:0.384(0.529/0.481), more dance:0.259(0.319/0.292), less House:0.095(0.040/0.103), more electronica:0.093(0.116/0.104), less electro:0.071(0.053/0.088), less pop:0.049(0.027/0.043), more ambient:0.047(0.064/0.055), less 00s:0.034(0.009/0.013), less indie:0.034(0.013/0.026), more 90s:0.029(0.015/0.009), less party:0.028(0.013/0.017), less rock:0.025(0.017/0.027), more chillout:0.022(0.030/0.029), less female vocalists:0.018(0.026/0.028), more experimental:0.018(0.025/0.024), less instrumental:0.018(0.026/0.027), less alternative:0.017(0.012/0.018), less soul:0.009(0.001/0.005), less indie rock:0.008(0.003/0.007), less beautiful:0.008(0.011/0.012), less Hip-Hop:0.007(0.001/0.004), more jazz:0.006(0.008/0.007), less Progressive rock:0.006(0.008/0.008), less funk:0.005(0.001/0.004), less rnb:0.005(0.001/0.003), less chill:0.005(0.005/0.006), less sexy:0.005(0.003/0.005), less male vocalists:0.005(0.002/0.004), less alternative rock:0.004(0.002/0.004), less catchy:0.004(0.002/0.004), less 80s:0.004(0.006/0.006), less acoustic:0.004(0.001/0.002), less punk:0.003(0.002/0.004), less indie pop:0.003(0.002/0.003), less Mellow:0.003(0.004/0.004), less metal:0.003(0.004/0.004), less folk:0.003(0.003/0.004), less classic rock:0.002(0.003/0.003), less female vocalist:0.002(0.003/0.003), less happy:0.002(0.001/0.001), less easy listening:0.002(0.002/0.003), less hard rock:0.002(0.002/0.003), less guitar:0.002(0.002/0.002), more heavy metal:0.002(0.002/0.002), less sad:0.001(0.001/0.002), more oldies:0.001(0.001/0.001), less 70s:0.001(0.001/0.001), less blues:0.001(0.001/0.001), more 60s:0.001(0.001/0.001), less country:0.001(0.001/0.001)"
0,0,4.193,Nami Haven/Void Ocean／Heavy Rain/07 Rustring.m4a,"more ambient:0.701(0.213/0.055), more chillout:0.462(0.140/0.029), less electronic:0.432(0.452/0.481), less dance:0.385(0.034/0.292), more experimental:0.314(0.095/0.024), more electronica:0.246(0.149/0.104), more instrumental:0.238(0.091/0.027), more indie:0.236(0.071/0.026), more jazz:0.209(0.080/0.007), less House:0.117(0.017/0.103), more alternative:0.104(0.040/0.018), more chill:0.103(0.031/0.006), more beautiful:0.087(0.027/0.012), less electro:0.075(0.048/0.088), more Mellow:0.068(0.021/0.004), less pop:0.057(0.025/0.043), less party:0.043(0.003/0.017), more female vocalists:0.035(0.039/0.028), more indie rock:0.027(0.013/0.007), more folk:0.027(0.014/0.004), more rock:0.022(0.030/0.027), more sad:0.019(0.006/0.002), more indie pop:0.018(0.010/0.003), more acoustic:0.016(0.007/0.002), more easy listening:0.016(0.007/0.003), less 90s:0.015(0.004/0.009), more guitar:0.014(0.007/0.002), more Hip-Hop:0.014(0.009/0.004), less 80s:0.010(0.002/0.006), more alternative rock:0.010(0.007/0.004), more 00s:0.009(0.013/0.013), more soul:0.007(0.006/0.005), less catchy:0.006(0.002/0.004), more blues:0.006(0.003/0.001), less Progressive rock:0.006(0.008/0.008), more funk:0.005(0.005/0.004), less classic rock:0.004(0.002/0.003), more female vocalist:0.004(0.004/0.003), less hard rock:0.003(0.001/0.003), less metal:0.003(0.003/0.004), less sexy:0.003(0.005/0.005), less rnb:0.003(0.002/0.003), less punk:0.003(0.003/0.004), less male vocalists:0.003(0.003/0.004), less heavy metal:0.002(0.001/0.002), more oldies:0.001(0.001/0.001), less 70s:0.001(0.001/0.001), less happy:0.001(0.001/0.001), more 60s:0.001(0.001/0.001), more country:0.001(0.001/0.001)"
0,1,4.690,Nami Haven/Void Ocean／Heavy Rain/08 永久の狂い踊り子 〜 Eternal Lunatic Dancer.m4a,"less electronic:1.253(0.208/0.481), more pop:0.684(0.208/0.043), more female vocalists:0.284(0.109/0.028), less electronica:0.271(0.054/0.104), more 90s:0.240(0.073/0.009), more soul:0.217(0.066/0.005), less dance:0.199(0.272/0.292), more 80s:0.189(0.057/0.006), more Hip-Hop:0.146(0.044/0.004), more rnb:0.109(0.033/0.003), less House:0.104(0.036/0.103), less electro:0.100(0.025/0.088), less ambient:0.091(0.013/0.055), more oldies:0.075(0.023/0.001), more rock:0.074(0.044/0.027), more 60s:0.057(0.017/0.001), more male vocalists:0.054(0.016/0.004), more jazz:0.043(0.025/0.007), more sexy:0.042(0.013/0.005), more funk:0.041(0.016/0.004), more female vocalist:0.037(0.014/0.003), more catchy:0.036(0.011/0.004), more 70s:0.032(0.012/0.001), more folk:0.032(0.015/0.004), less chillout:0.027(0.021/0.029), more 00s:0.021(0.016/0.013), less instrumental:0.020(0.018/0.027), more indie:0.020(0.027/0.026), more classic rock:0.019(0.010/0.003), less experimental:0.017(0.014/0.024), more happy:0.017(0.005/0.001), more party:0.014(0.019/0.017), more alternative:0.013(0.018/0.018), more indie pop:0.013(0.008/0.003), less beautiful:0.013(0.008/0.012), more blues:0.012(0.006/0.001), more easy listening:0.011(0.006/0.003), more country:0.011(0.006/0.001), more punk:0.009(0.006/0.004), more Progressive rock:0.008(0.009/0.008), more acoustic:0.006(0.005/0.002), more guitar:0.005(0.004/0.002), less indie rock:0.005(0.006/0.007), more Mellow:0.004(0.005/0.004), less chill:0.004(0.005/0.006), less metal:0.004(0.002/0.004), less alternative rock:0.003(0.004/0.004), more sad:0.002(0.002/0.002), more hard rock:0.002(0.003/0.003), less heavy metal:0.001(0.002/0.002)"
0,0,2.823,Nami Haven/Wasted Neverland/01 The Train To Nowhere.m4a,"more House:0.885(0.268/0.103), more dance:0.563(0.417/0.292), more electro:0.431(0.196/0.088), more electronic:0.370(0.529/0.481), more electronica:0.073(0.108/0.104), less ambient:0.073(0.020/0.055), more party:0.041(0.025/0.017), less rock:0.035(0.014/0.027), less chillout:0.033(0.020/0.029), less instrumental:0.030(0.015/0.027), less pop:0.030(0.034/0.043), less indie:0.026(0.015/0.026), less alternative:0.024(0.010/0.018), less experimental:0.022(0.013/0.024), less female vocalists:0.022(0.024/0.028), less beautiful:0.019(0.005/0.012), less 00s:0.018(0.011/0.013), less Progressive rock:0.014(0.004/0.008), more 90s:0.009(0.010/0.009), less Mellow:0.007(0.002/0.004), less indie rock:0.007(0.004/0.007), more country:0.006(0.004/0.001), less chill:0.006(0.004/0.006), less 80s:0.006(0.005/0.006), more funk:0.006(0.005/0.004), less alternative rock:0.005(0.002/0.004), less jazz:0.005(0.005/0.007), less indie pop:0.004(0.002/0.003), less metal:0.004(0.002/0.004), less Hip-Hop:0.004(0.003/0.004), less sexy:0.004(0.004/0.005), less soul:0.003(0.003/0.005), less male vocalists:0.003(0.002/0.004), less sad:0.003(0.001/0.002), less folk:0.003(0.003/0.004), less classic rock:0.003(0.002/0.003), less female vocalist:0.003(0.002/0.003), less hard rock:0.003(0.001/0.003), less catchy:0.002(0.004/0.004), less punk:0.002(0.004/0.004), less rnb:0.002(0.002/0.003), less easy listening:0.002(0.002/0.003), more acoustic:0.002(0.003/0.002), less heavy metal:0.002(0.001/0.002), less guitar:0.002(0.002/0.002), more blues:0.002(0.002/0.001), less happy:0.001(0.001/0.001), less 70s:0.001(0.001/0.001), less 60s:0.001(0.001/0.001), less oldies:0.001(0.001/0.001)"
0,0,1.539,Nami Haven/Wasted Neverland/02 Beyond Her Eyeshot.m4a,"more electronic:0.406(0.535/0.481), less dance:0.195(0.281/0.292), more ambient:0.139(0.093/0.055), more experimental:0.112(0.058/0.024), more electro:0.106(0.107/0.088), less House:0.072(0.063/0.103), more electronica:0.071(0.107/0.104), less pop:0.071(0.022/0.043), less female vocalists:0.045(0.016/0.028), more instrumental:0.042(0.038/0.027), less 00s:0.029(0.010/0.013), more indie:0.024(0.030/0.026), less chillout:0.021(0.024/0.029), less rock:0.018(0.027/0.027), less party:0.017(0.015/0.017), more alternative:0.015(0.018/0.018), more metal:0.015(0.008/0.004), more Progressive rock:0.013(0.011/0.008), more indie rock:0.013(0.009/0.007), more jazz:0.011(0.009/0.007), less beautiful:0.009(0.010/0.012), less 80s:0.007(0.004/0.006), less 90s:0.007(0.006/0.009), more punk:0.006(0.005/0.004), less male vocalists:0.006(0.002/0.004), less soul:0.006(0.002/0.005), less sexy:0.005(0.003/0.005), less female vocalist:0.005(0.001/0.003), more alternative rock:0.005(0.005/0.004), less funk:0.005(0.002/0.004), less Mellow:0.004(0.003/0.004), less chill:0.004(0.006/0.006), less rnb:0.003(0.002/0.003), less catchy:0.003(0.003/0.004), less Hip-Hop:0.003(0.003/0.004), less folk:0.003(0.003/0.004), more hard rock:0.003(0.003/0.003), more blues:0.003(0.002/0.001), less classic rock:0.002(0.003/0.003), less indie pop:0.002(0.003/0.003), less easy listening:0.002(0.002/0.003), more heavy metal:0.002(0.002/0.002), less 70s:0.002(0.001/0.001), less acoustic:0.002(0.002/0.002), less guitar:0.002(0.002/0.002), less happy:0.001(0.001/0.001), less sad:0.001(0.002/0.002), less country:0.001(0.001/0.001), less 60s:0.001(0.001/0.001), less oldies:0.001(0.001/0.001)"
0,0,1.669,Nami Haven/Wasted Neverland/03 Memoria.m4a,"more electronic:0.515(0.557/0.481), more dance:0.289(0.322/0.292), more electro:0.192(0.142/0.088), more ambient:0.100(0.082/0.055), more electronica:0.086(0.113/0.104), more House:0.080(0.109/0.103), more chillout:0.062(0.046/0.029), more indie:0.040(0.036/0.026), more pop:0.034(0.047/0.043), less rock:0.027(0.017/0.027), less instrumental:0.019(0.018/0.027), less experimental:0.018(0.014/0.024), less female vocalists:0.018(0.028/0.028), more party:0.016(0.020/0.017), less alternative:0.012(0.017/0.018), more beautiful:0.012(0.013/0.012), less Progressive rock:0.011(0.005/0.008), less jazz:0.011(0.001/0.007), more 00s:0.009(0.014/0.013), less 90s:0.009(0.006/0.009), more indie rock:0.008(0.008/0.007), more chill:0.008(0.007/0.006), less metal:0.007(0.001/0.004), less folk:0.007(0.002/0.004), less classic rock:0.006(0.001/0.003), more indie pop:0.005(0.005/0.003), less 80s:0.005(0.005/0.006), less hard rock:0.004(0.001/0.003), less funk:0.004(0.002/0.004), less guitar:0.004(0.001/0.002), more Hip-Hop:0.004(0.005/0.004), less female vocalist:0.004(0.002/0.003), less soul:0.004(0.002/0.005), less male vocalists:0.004(0.002/0.004), less sexy:0.003(0.005/0.005), more punk:0.003(0.004/0.004), less alternative rock:0.003(0.003/0.004), less Mellow:0.003(0.004/0.004), less easy listening:0.003(0.001/0.003), less heavy metal:0.003(0.000/0.002), less catchy:0.002(0.004/0.004), less 70s:0.002(0.001/0.001), less acoustic:0.002(0.001/0.002), less rnb:0.002(0.003/0.003), less blues:0.002(0.000/0.001), less country:0.002(0.000/0.001), less 60s:0.002(0.000/0.001), less oldies:0.002(0.000/0.001), less sad:0.001(0.001/0.002), more happy:0.001(0.001/0.001)"
0,0,2.455,Nami Haven/Wasted Neverland/04 Phantom X.m4a,"more dance:0.984(0.515/0.292), more House:0.549(0.211/0.103), less electronic:0.316(0.481/0.481), less electronica:0.093(0.098/0.104), more electro:0.073(0.100/0.088), more pop:0.070(0.071/0.043), less ambient:0.047(0.029/0.055), more party:0.032(0.025/0.017), less chillout:0.030(0.021/0.029), more female vocalists:0.029(0.036/0.028), less rock:0.021(0.018/0.027), less instrumental:0.021(0.018/0.027), less experimental:0.021(0.014/0.024), less indie:0.021(0.017/0.026), less alternative:0.015(0.012/0.018), less 00s:0.014(0.012/0.013), more 90s:0.011(0.011/0.009), less beautiful:0.008(0.010/0.012), less chill:0.008(0.004/0.006), less Progressive rock:0.007(0.006/0.008), less jazz:0.007(0.004/0.007), less indie rock:0.006(0.004/0.007), less 80s:0.005(0.005/0.006), more catchy:0.005(0.004/0.004), less Hip-Hop:0.004(0.003/0.004), more sexy:0.004(0.005/0.005), less soul:0.003(0.004/0.005), more male vocalists:0.003(0.004/0.004), less Mellow:0.003(0.004/0.004), more rnb:0.003(0.004/0.003), less alternative rock:0.003(0.003/0.004), less funk:0.003(0.003/0.004), less metal:0.003(0.003/0.004), less folk:0.003(0.003/0.004), less punk:0.003(0.002/0.004), less indie pop:0.003(0.002/0.003), less classic rock:0.002(0.003/0.003), more female vocalist:0.002(0.003/0.003), less guitar:0.002(0.001/0.002), less hard rock:0.002(0.002/0.003), less easy listening:0.002(0.003/0.003), less sad:0.002(0.001/0.002), less acoustic:0.001(0.002/0.002), less heavy metal:0.001(0.001/0.002), less happy:0.001(0.001/0.001), less blues:0.001(0.001/0.001), less 70s:0.001(0.001/0.001), less country:0.001(0.001/0.001), less 60s:0.001(0.001/0.001), less oldies:0.001(0.001/0.001)"
0,0,3.838,Nami Haven/Wasted Neverland/05 Wested Neverland.m4a,"more dance:2.008(0.609/0.292), less electronic:0.812(0.335/0.481), less electronica:0.199(0.062/0.104), more ambient:0.161(0.095/0.055), less electro:0.090(0.029/0.088), less House:0.078(0.057/0.103), more instrumental:0.076(0.045/0.027), less pop:0.043(0.027/0.043), less 00s:0.043(0.007/0.013), less indie:0.042(0.010/0.026), less rock:0.031(0.015/0.027), less alternative:0.030(0.008/0.018), less female vocalists:0.020(0.024/0.028), less experimental:0.019(0.014/0.024), less chillout:0.019(0.029/0.029), more Progressive rock:0.018(0.012/0.008), more 90s:0.016(0.013/0.009), more party:0.012(0.017/0.017), less indie rock:0.011(0.002/0.007), less sexy:0.008(0.002/0.005), less beautiful:0.008(0.012/0.012), more jazz:0.007(0.008/0.007), less soul:0.007(0.001/0.005), less funk:0.007(0.001/0.004), less 80s:0.006(0.004/0.006), less Hip-Hop:0.006(0.002/0.004), less alternative rock:0.006(0.002/0.004), less indie pop:0.005(0.001/0.003), less catchy:0.005(0.002/0.004), more folk:0.005(0.005/0.004), less chill:0.004(0.005/0.006), less rnb:0.004(0.001/0.003), less female vocalist:0.003(0.002/0.003), less Mellow:0.003(0.004/0.004), less metal:0.003(0.003/0.004), more guitar:0.003(0.003/0.002), less male vocalists:0.003(0.003/0.004), less happy:0.002(0.001/0.001), less punk:0.002(0.003/0.004), less classic rock:0.002(0.003/0.003), less hard rock:0.002(0.002/0.003), more easy listening:0.002(0.003/0.003), less acoustic:0.001(0.002/0.002), more sad:0.001(0.002/0.002), less country:0.001(0.000/0.001), less heavy metal:0.001(0.001/0.002), less 70s:0.001(0.001/0.001), less 60s:0.001(0.001/0.001), less blues:0.001(0.001/0.001), less oldies:0.001(0.001/0.001)"
0,0,1.624,Nami Haven/Wasted Neverland/06 Eyes On You.m4a,"more dance:0.645(0.429/0.292), more electronic:0.327(0.496/0.481), more House:0.122(0.123/0.103), less electronica:0.076(0.099/0.104), less electro:0.062(0.076/0.088), more ambient:0.062(0.069/0.055), more chillout:0.037(0.037/0.029), less pop:0.029(0.037/0.043), less indie:0.024(0.016/0.026), less 00s:0.022(0.010/0.013), less female vocalists:0.021(0.024/0.028), more instrumental:0.021(0.028/0.027), less rock:0.019(0.019/0.027), less alternative:0.018(0.012/0.018), less experimental:0.016(0.020/0.024), more party:0.015(0.020/0.017), more Progressive rock:0.009(0.010/0.008), less beautiful:0.008(0.011/0.012), less 90s:0.006(0.009/0.009), less indie rock:0.006(0.004/0.007), more chill:0.005(0.006/0.006), less 80s:0.004(0.006/0.006), less sexy:0.004(0.004/0.005), less jazz:0.004(0.007/0.007), less folk:0.004(0.002/0.004), more metal:0.004(0.005/0.004), less soul:0.004(0.002/0.005), less Mellow:0.004(0.004/0.004), less Hip-Hop:0.004(0.003/0.004), less catchy:0.003(0.003/0.004), less funk:0.003(0.003/0.004), less alternative rock:0.003(0.003/0.004), less indie pop:0.003(0.002/0.003), less male vocalists:0.003(0.003/0.004), more classic rock:0.003(0.003/0.003), less female vocalist:0.003(0.002/0.003), less punk:0.002(0.003/0.004), less rnb:0.002(0.003/0.003), less acoustic:0.002(0.001/0.002), less easy listening:0.002(0.002/0.003), less guitar:0.002(0.002/0.002), less hard rock:0.002(0.003/0.003), more 70s:0.002(0.002/0.001), less sad:0.002(0.001/0.002), more 60s:0.001(0.001/0.001), more oldies:0.001(0.001/0.001), less happy:0.001(0.001/0.001), more heavy metal:0.001(0.002/0.002), less blues:0.001(0.001/0.001), less country:0.001(0.001/0.001)"
0,0,3.434,Nami Haven/Wasted Neverland/07 忘郷 ～ Journey.m4a,"less electronic:0.919(0.281/0.481), more dance:0.773(0.459/0.292), more pop:0.438(0.199/0.043), less electronica:0.229(0.059/0.104), more female vocalists:0.191(0.100/0.028), less electro:0.082(0.035/0.088), more 90s:0.076(0.029/0.009), less House:0.068(0.102/0.103), more 80s:0.067(0.030/0.006), less ambient:0.063(0.021/0.055), more rock:0.047(0.038/0.027), less chillout:0.038(0.018/0.029), more soul:0.038(0.017/0.005), less instrumental:0.035(0.012/0.027), more indie:0.033(0.033/0.026), less experimental:0.027(0.012/0.024), more male vocalists:0.026(0.010/0.004), more female vocalist:0.024(0.011/0.003), more sexy:0.021(0.010/0.005), more alternative:0.021(0.021/0.018), more rnb:0.021(0.014/0.003), more party:0.020(0.021/0.017), more catchy:0.019(0.007/0.004), more oldies:0.011(0.006/0.001), more 00s:0.010(0.014/0.013), more beautiful:0.009(0.012/0.012), more acoustic:0.009(0.005/0.002), more 70s:0.009(0.005/0.001), more 60s:0.008(0.005/0.001), more folk:0.008(0.007/0.004), less Progressive rock:0.008(0.006/0.008), more indie pop:0.007(0.007/0.003), more indie rock:0.007(0.008/0.007), more Hip-Hop:0.007(0.006/0.004), more classic rock:0.007(0.005/0.003), less chill:0.007(0.004/0.006), more funk:0.006(0.005/0.004), more alternative rock:0.006(0.005/0.004), more Mellow:0.006(0.006/0.004), more happy:0.005(0.003/0.001), less jazz:0.004(0.006/0.007), more blues:0.004(0.003/0.001), more punk:0.004(0.004/0.004), more easy listening:0.003(0.003/0.003), less metal:0.003(0.003/0.004), more sad:0.003(0.003/0.002), more hard rock:0.002(0.003/0.003), more country:0.002(0.002/0.001), less guitar:0.002(0.002/0.002), less heavy metal:0.001(0.001/0.002)"
0,0,3.622,"Nami Haven/Wasted Neverland/08 All Covet, All Lose.m4a","more dance:1.393(0.535/0.292), less electronic:0.585(0.399/0.481), more House:0.449(0.204/0.103), more female vocalists:0.234(0.106/0.028), more pop:0.211(0.125/0.043), less electronica:0.157(0.072/0.104), less electro:0.060(0.079/0.088), less ambient:0.056(0.025/0.055), more rock:0.053(0.039/0.027), more indie:0.045(0.037/0.026), less instrumental:0.044(0.011/0.027), more alternative:0.031(0.025/0.018), less chillout:0.020(0.025/0.029), more 90s:0.020(0.015/0.009), more female vocalist:0.019(0.010/0.003), more beautiful:0.018(0.015/0.012), more folk:0.018(0.011/0.004), more party:0.017(0.020/0.017), less experimental:0.017(0.015/0.024), more acoustic:0.012(0.006/0.002), more 80s:0.012(0.010/0.006), more soul:0.010(0.007/0.005), more catchy:0.010(0.005/0.004), more punk:0.010(0.006/0.004), more indie pop:0.009(0.007/0.003), more 00s:0.009(0.013/0.013), more jazz:0.008(0.008/0.007), more alternative rock:0.008(0.006/0.004), more sexy:0.007(0.006/0.005), more rnb:0.007(0.006/0.003), more male vocalists:0.007(0.004/0.004), more Mellow:0.007(0.006/0.004), more indie rock:0.006(0.008/0.007), less Progressive rock:0.006(0.008/0.008), less chill:0.005(0.004/0.006), more sad:0.005(0.003/0.002), more hard rock:0.005(0.004/0.003), more classic rock:0.005(0.005/0.003), more 70s:0.004(0.002/0.001), less Hip-Hop:0.003(0.003/0.004), more guitar:0.003(0.003/0.002), less funk:0.003(0.003/0.004), more happy:0.003(0.002/0.001), less metal:0.003(0.004/0.004), more heavy metal:0.003(0.002/0.002), more easy listening:0.002(0.003/0.003), more 60s:0.002(0.002/0.001), more blues:0.002(0.002/0.001), more oldies:0.002(0.001/0.001), more country:0.001(0.001/0.001)"
0,0,1.908,Nami Haven/Wasted Neverland/09 煙る夢.m4a,"less electronic:0.352(0.479/0.481), less dance:0.212(0.237/0.292), more female vocalists:0.130(0.077/0.028), more indie:0.130(0.059/0.026), more electro:0.125(0.114/0.088), more pop:0.097(0.088/0.043), more rock:0.087(0.045/0.027), more experimental:0.083(0.049/0.024), more electronica:0.082(0.112/0.104), less House:0.070(0.077/0.103), more alternative:0.063(0.033/0.018), more chillout:0.044(0.040/0.029), more indie rock:0.040(0.015/0.007), more 80s:0.037(0.019/0.006), less ambient:0.036(0.053/0.055), more Hip-Hop:0.032(0.015/0.004), more beautiful:0.030(0.018/0.012), more indie pop:0.027(0.012/0.003), more 00s:0.027(0.016/0.013), more instrumental:0.026(0.029/0.027), more female vocalist:0.013(0.008/0.003), more metal:0.011(0.007/0.004), less party:0.011(0.017/0.017), more 60s:0.010(0.005/0.001), more alternative rock:0.009(0.007/0.004), more catchy:0.009(0.005/0.004), more sexy:0.008(0.007/0.005), more classic rock:0.008(0.005/0.003), more Mellow:0.007(0.006/0.004), more punk:0.007(0.005/0.004), more hard rock:0.007(0.004/0.003), more Progressive rock:0.007(0.009/0.008), more 90s:0.007(0.009/0.009), more sad:0.006(0.003/0.002), more easy listening:0.006(0.004/0.003), more rnb:0.006(0.006/0.003), more chill:0.006(0.006/0.006), less jazz:0.006(0.004/0.007), more oldies:0.005(0.004/0.001), more soul:0.005(0.006/0.005), more funk:0.005(0.005/0.004), more folk:0.004(0.005/0.004), more heavy metal:0.004(0.003/0.002), more happy:0.003(0.002/0.001), more 70s:0.003(0.002/0.001), less male vocalists:0.002(0.004/0.004), less guitar:0.002(0.001/0.002), less acoustic:0.001(0.002/0.002), more blues:0.001(0.001/0.001), less country:0.001(0.001/0.001)"
